,Unnamed: 0,cntxt_num,count,mean,pt,r_num,index,context_num,context_type,context_shock,cntxt_trialnum,Mean,STD
213,4.0,4.0,3.0,0.0,66.0,2.0,25.0,4.0,SAFE,None,1.0,0.1043277777777778,0.16590338366777907
214,5.0,5.0,3.0,0.0361,66.0,2.0,31.0,5.0,THREAT,None,1.0,0.1043277777777778,0.16590338366777907
215,6.0,6.0,3.0,0.2589,66.0,2.0,37.0,6.0,SAFE,None,1.0,0.1043277777777778,0.16590338366777907
216,7.0,7.0,3.0,0.0188,66.0,2.0,43.0,7.0,THREAT,prior,1.0,0.06061111111111111,0.059328565571826
217,,,,,,,,,,,,0.06061111111111111,0.059328565571826
218,9.0,9.0,3.0,0.0107,66.0,2.0,55.0,7.0,THREAT,post,1.0,0.06061111111111111,0.059328565571826
219,10.0,10.0,3.0,0.5702,66.0,2.0,61.0,8.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
220,11.0,11.0,3.0,0.0407,66.0,2.0,67.0,9.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
221,12.0,12.0,3.0,0.0168,66.0,2.0,73.0,10.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
222,13.0,13.0,3.0,0.0214,66.0,2.0,79.0,11.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
223,14.0,14.0,3.0,0.0356,66.0,2.0,85.0,12.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
224,15.0,15.0,3.0,0.0051,66.0,2.0,91.0,13.0,THREAT,None,1.0,0.06061111111111111,0.059328565571826
225,16.0,16.0,3.0,0.3128,66.0,2.0,97.0,14.0,THREAT,None,1.0,0.06061111111111111,0.059328565571826
226,17.0,17.0,3.0,0.0,66.0,2.0,103.0,15.0,THREAT,None,1.0,0.06061111111111111,0.059328565571826
227,18.0,18.0,3.0,0.3667,66.0,2.0,109.0,16.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
228,0.0,0.0,3.0,0.1348,66.0,3.0,1.0,0.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
229,1.0,1.0,3.0,0.0458,66.0,3.0,7.0,1.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
230,2.0,2.0,3.0,0.1511,66.0,3.0,13.0,2.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
231,3.0,3.0,3.0,0.0081,66.0,3.0,19.0,3.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
232,4.0,4.0,3.0,0.0168,66.0,3.0,25.0,4.0,SAFE,None,1.0,0.06061111111111111,0.059328565571826
233,5.0,5.0,3.0,0.0127,66.0,3.0,31.0,5.0,THREAT,None,1.0,0.06061111111111111,0.059328565571826
234,6.0,6.0,3.0,0.1317,66.0,3.0,37.0,6.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
235,7.0,7.0,3.0,0.0336,66.0,3.0,43.0,7.0,THREAT,prior,1.0,0.027411111111111112,0.05914571128491645
236,,,,,,,,,,,,0.027411111111111112,0.05914571128491645
237,9.0,9.0,3.0,0.0046,66.0,3.0,55.0,7.0,THREAT,post,1.0,0.027411111111111112,0.05914571128491645
238,10.0,10.0,3.0,0.0524,66.0,3.0,61.0,8.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
239,11.0,11.0,3.0,0.207,66.0,3.0,67.0,9.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
240,12.0,12.0,3.0,0.086,66.0,3.0,73.0,10.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
241,13.0,13.0,3.0,0.0549,66.0,3.0,79.0,11.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
242,14.0,14.0,3.0,0.0488,66.0,3.0,85.0,12.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
243,15.0,15.0,3.0,0.0264,66.0,3.0,91.0,13.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
244,16.0,16.0,3.0,0.0,66.0,3.0,97.0,14.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
245,17.0,17.0,3.0,0.0076,66.0,3.0,103.0,15.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
246,18.0,18.0,3.0,0.0687,66.0,3.0,109.0,16.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
247,0.0,0.0,3.0,0.2401,66.0,4.0,1.0,0.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
248,1.0,1.0,3.0,0.0615,66.0,4.0,7.0,1.0,THREAT,None,1.0,0.027411111111111112,0.05914571128491645
249,2.0,2.0,3.0,0.0,66.0,4.0,13.0,2.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
250,3.0,3.0,3.0,0.0097,66.0,4.0,19.0,3.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
251,4.0,4.0,3.0,0.0936,66.0,4.0,25.0,4.0,SAFE,None,1.0,0.027411111111111112,0.05914571128491645
252,5.0,5.0,3.0,0.0,66.0,4.0,31.0,5.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
253,6.0,6.0,3.0,0.0,66.0,4.0,37.0,6.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
254,7.0,7.0,3.0,0.0,66.0,4.0,43.0,7.0,THREAT,prior,1.0,0.008511111111111112,0.012704324825863266
255,,,,,,,,,,,,0.008511111111111112,0.012704324825863266
256,9.0,9.0,3.0,0.0127,66.0,4.0,55.0,7.0,THREAT,post,1.0,0.008511111111111112,0.012704324825863266
257,10.0,10.0,3.0,0.032,66.0,4.0,61.0,8.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
258,11.0,11.0,3.0,0.0,66.0,4.0,67.0,9.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
259,12.0,12.0,3.0,0.0,66.0,4.0,73.0,10.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
260,13.0,13.0,3.0,0.0,66.0,4.0,79.0,11.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
261,14.0,14.0,3.0,0.0,66.0,4.0,85.0,12.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
262,15.0,15.0,3.0,0.0,66.0,4.0,91.0,13.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
263,16.0,16.0,3.0,0.0051,66.0,4.0,97.0,14.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
264,17.0,17.0,3.0,0.0,66.0,4.0,103.0,15.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
265,18.0,18.0,3.0,0.0387,66.0,4.0,109.0,16.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
266,0.0,0.0,3.0,0.0163,66.0,5.0,1.0,0.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
267,1.0,1.0,3.0,0.0,66.0,5.0,7.0,1.0,THREAT,None,1.0,0.008511111111111112,0.012704324825863266
268,2.0,2.0,3.0,0.0,66.0,5.0,13.0,2.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
269,3.0,3.0,3.0,0.0,66.0,5.0,19.0,3.0,SAFE,None,1.0,0.008511111111111112,0.012704324825863266
270,4.0,4.0,3.0,0.0,66.0,5.0,25.0,4.0,SAFE,prior,1.0,0.027688888888888888,0.034480597935461155
271,,,,,,,,,,,,0.027688888888888888,0.034480597935461155
272,6.0,6.0,3.0,0.0097,66.0,5.0,37.0,4.0,SAFE,post,1.0,0.027688888888888888,0.034480597935461155
273,7.0,7.0,3.0,0.0081,66.0,5.0,43.0,5.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
274,8.0,8.0,3.0,0.0071,66.0,5.0,49.0,6.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
275,9.0,9.0,3.0,0.0036,66.0,5.0,55.0,7.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
276,10.0,10.0,3.0,0.0086,66.0,5.0,61.0,8.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
277,11.0,11.0,3.0,0.0107,66.0,5.0,67.0,9.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
278,12.0,12.0,3.0,0.0,66.0,5.0,73.0,10.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
279,13.0,13.0,3.0,0.0092,66.0,5.0,79.0,11.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
280,14.0,14.0,3.0,0.0,66.0,5.0,85.0,12.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
281,15.0,15.0,3.0,0.0,66.0,5.0,91.0,13.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
282,16.0,16.0,3.0,0.0331,66.0,5.0,97.0,14.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
283,17.0,17.0,3.0,0.0,66.0,5.0,103.0,15.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
284,18.0,18.0,3.0,0.0468,66.0,5.0,109.0,16.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
285,0.0,0.0,3.0,0.09,67.0,1.0,1.0,0.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
286,1.0,1.0,3.0,0.0519,67.0,1.0,7.0,1.0,THREAT,None,1.0,0.027688888888888888,0.034480597935461155
287,2.0,2.0,3.0,0.0051,67.0,1.0,13.0,2.0,SAFE,None,1.0,0.027688888888888888,0.034480597935461155
288,3.0,3.0,3.0,0.0137,67.0,1.0,19.0,3.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
289,4.0,4.0,3.0,0.0163,67.0,1.0,25.0,4.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
290,5.0,5.0,3.0,0.0412,67.0,1.0,31.0,5.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
291,6.0,6.0,3.0,0.0,67.0,1.0,37.0,6.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
292,7.0,7.0,3.0,0.0061,67.0,1.0,43.0,7.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
293,8.0,8.0,3.0,0.0224,67.0,1.0,49.0,8.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
294,9.0,9.0,3.0,0.0142,67.0,1.0,55.0,9.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
295,10.0,10.0,3.0,0.0697,67.0,1.0,61.0,10.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
296,11.0,11.0,3.0,0.0,67.0,1.0,67.0,11.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
297,12.0,12.0,3.0,0.0107,67.0,1.0,73.0,12.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
298,13.0,13.0,3.0,0.0076,67.0,1.0,79.0,13.0,THREAT,prior,1.0,0.026372222222222224,0.03824118207555759
299,,,,,,,,,,,,0.026372222222222224,0.03824118207555759
300,15.0,15.0,3.0,0.0295,67.0,1.0,91.0,13.0,THREAT,post,1.0,0.026372222222222224,0.03824118207555759
301,16.0,16.0,3.0,0.0,67.0,1.0,97.0,14.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
302,17.0,17.0,3.0,0.0,67.0,1.0,103.0,15.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
303,18.0,18.0,3.0,0.12,67.0,1.0,109.0,16.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
304,0.0,0.0,3.0,0.0112,67.0,2.0,1.0,0.0,SAFE,None,1.0,0.026372222222222224,0.03824118207555759
305,1.0,1.0,3.0,0.0,67.0,2.0,7.0,1.0,THREAT,None,1.0,0.026372222222222224,0.03824118207555759
306,2.0,2.0,3.0,0.0066,67.0,2.0,13.0,2.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
307,3.0,3.0,3.0,0.0092,67.0,2.0,19.0,3.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
308,4.0,4.0,3.0,0.0,67.0,2.0,25.0,4.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
309,5.0,5.0,3.0,0.0046,67.0,2.0,31.0,5.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
310,6.0,6.0,3.0,0.0,67.0,2.0,37.0,6.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
311,7.0,7.0,3.0,0.0305,67.0,2.0,43.0,7.0,THREAT,prior,1.0,0.007116666666666666,0.02406174043873752
312,,,,,,,,,,,,0.007116666666666666,0.02406174043873752
313,9.0,9.0,3.0,0.0,67.0,2.0,55.0,7.0,THREAT,post,1.0,0.007116666666666666,0.02406174043873752
314,10.0,10.0,3.0,0.0209,67.0,2.0,61.0,8.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
315,11.0,11.0,3.0,0.1073,67.0,2.0,67.0,9.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
316,12.0,12.0,3.0,0.0,67.0,2.0,73.0,10.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
317,13.0,13.0,3.0,0.0346,67.0,2.0,79.0,11.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
318,14.0,14.0,3.0,0.0,67.0,2.0,85.0,12.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
319,15.0,15.0,3.0,0.1282,67.0,2.0,91.0,13.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
320,16.0,16.0,3.0,0.0351,67.0,2.0,97.0,14.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
321,17.0,17.0,3.0,0.0148,67.0,2.0,103.0,15.0,THREAT,None,1.0,0.007116666666666666,0.02406174043873752
322,18.0,18.0,3.0,0.0717,67.0,2.0,109.0,16.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
323,0.0,0.0,3.0,0.0188,67.0,3.0,1.0,0.0,SAFE,None,1.0,0.007116666666666666,0.02406174043873752
324,1.0,1.0,3.0,0.0,67.0,3.0,7.0,1.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
325,2.0,2.0,3.0,0.0,67.0,3.0,13.0,2.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
326,3.0,3.0,3.0,0.0,67.0,3.0,19.0,3.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
327,4.0,4.0,3.0,0.0,67.0,3.0,25.0,4.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
328,5.0,5.0,3.0,0.0,67.0,3.0,31.0,5.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
329,6.0,6.0,3.0,0.0,67.0,3.0,37.0,6.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
330,7.0,7.0,3.0,0.0,67.0,3.0,43.0,7.0,THREAT,prior,1.0,0.06355555555555555,0.054566012069809676
331,,,,,,,,,,,,0.06355555555555555,0.054566012069809676
332,9.0,9.0,3.0,0.0,67.0,3.0,55.0,7.0,THREAT,post,1.0,0.06355555555555555,0.054566012069809676
333,10.0,10.0,3.0,0.0,67.0,3.0,61.0,8.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
334,11.0,11.0,3.0,0.0,67.0,3.0,67.0,9.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
335,12.0,12.0,3.0,0.0076,67.0,3.0,73.0,10.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
336,13.0,13.0,3.0,0.0,67.0,3.0,79.0,11.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
337,14.0,14.0,3.0,0.0,67.0,3.0,85.0,12.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
338,15.0,15.0,3.0,0.0,67.0,3.0,91.0,13.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
339,16.0,16.0,3.0,0.0,67.0,3.0,97.0,14.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
340,17.0,17.0,3.0,0.0,67.0,3.0,103.0,15.0,THREAT,None,1.0,0.06355555555555555,0.054566012069809676
341,18.0,18.0,3.0,0.1017,67.0,3.0,109.0,16.0,SAFE,None,1.0,0.06355555555555555,0.054566012069809676
342,0.0,0.0,3.0,0.0473,67.0,4.0,1.0,0.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
343,1.0,1.0,3.0,0.0529,67.0,4.0,7.0,1.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
344,2.0,2.0,3.0,0.1124,67.0,4.0,13.0,2.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
345,3.0,3.0,3.0,0.0198,67.0,4.0,19.0,3.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
346,4.0,4.0,3.0,0.057,67.0,4.0,25.0,4.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
347,5.0,5.0,3.0,0.0224,67.0,4.0,31.0,5.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
348,6.0,6.0,3.0,0.0336,67.0,4.0,37.0,6.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
349,7.0,7.0,3.0,0.0,67.0,4.0,43.0,7.0,THREAT,prior,1.0,0.043661111111111116,0.04035422769438733
350,,,,,,,,,,,,0.043661111111111116,0.04035422769438733
351,9.0,9.0,3.0,0.0544,67.0,4.0,55.0,7.0,THREAT,post,1.0,0.043661111111111116,0.04035422769438733
352,10.0,10.0,3.0,0.17600000000000002,67.0,4.0,61.0,8.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
353,11.0,11.0,3.0,0.1104,67.0,4.0,67.0,9.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
354,12.0,12.0,3.0,0.1114,67.0,4.0,73.0,10.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
355,13.0,13.0,3.0,0.0,67.0,4.0,79.0,11.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
356,14.0,14.0,3.0,0.1353,67.0,4.0,85.0,12.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
357,15.0,15.0,3.0,0.0,67.0,4.0,91.0,13.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
358,16.0,16.0,3.0,0.0153,67.0,4.0,97.0,14.0,THREAT,None,1.0,0.043661111111111116,0.04035422769438733
359,17.0,17.0,3.0,0.0524,67.0,4.0,103.0,15.0,SAFE,None,1.0,0.043661111111111116,0.04035422769438733
360,18.0,18.0,3.0,0.1434,67.0,4.0,109.0,16.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
361,0.0,0.0,3.0,0.0,67.0,5.0,1.0,0.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
362,1.0,1.0,3.0,0.0163,67.0,5.0,7.0,1.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
363,2.0,2.0,3.0,0.0615,67.0,5.0,13.0,2.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
364,3.0,3.0,3.0,0.0366,67.0,5.0,19.0,3.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
365,4.0,4.0,3.0,0.0743,67.0,5.0,25.0,4.0,SAFE,prior,1.0,0.11449999999999999,0.07796130261791648
366,,,,,,,,,,,,0.11449999999999999,0.07796130261791648
367,6.0,6.0,3.0,0.0102,67.0,5.0,37.0,4.0,SAFE,post,1.0,0.11449999999999999,0.07796130261791648
368,7.0,7.0,3.0,0.032,67.0,5.0,43.0,5.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
369,8.0,8.0,3.0,0.0387,67.0,5.0,49.0,6.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
370,9.0,9.0,3.0,0.0,67.0,5.0,55.0,7.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
371,10.0,10.0,3.0,0.0,67.0,5.0,61.0,8.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
372,11.0,11.0,3.0,0.0086,67.0,5.0,67.0,9.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
373,12.0,12.0,3.0,0.0687,67.0,5.0,73.0,10.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
374,13.0,13.0,3.0,0.0524,67.0,5.0,79.0,11.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
375,14.0,14.0,3.0,0.1002,67.0,5.0,85.0,12.0,SAFE,None,1.0,0.11449999999999999,0.07796130261791648
376,15.0,15.0,3.0,0.0626,67.0,5.0,91.0,13.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
377,16.0,16.0,3.0,0.0,67.0,5.0,97.0,14.0,THREAT,None,1.0,0.11449999999999999,0.07796130261791648
378,17.0,17.0,3.0,0.0809,67.0,5.0,103.0,15.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
379,18.0,18.0,3.0,0.1429,67.0,5.0,109.0,16.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
380,0.0,0.0,3.0,0.0,68.0,1.0,1.0,0.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
381,1.0,1.0,3.0,0.1368,68.0,1.0,7.0,1.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
382,2.0,2.0,3.0,0.1317,68.0,1.0,13.0,2.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
383,3.0,3.0,3.0,0.1211,68.0,1.0,19.0,3.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
384,4.0,4.0,3.0,0.1012,68.0,1.0,25.0,4.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
385,5.0,5.0,3.0,0.0102,68.0,1.0,31.0,5.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
386,6.0,6.0,3.0,0.0249,68.0,1.0,37.0,6.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
387,7.0,7.0,3.0,0.2274,68.0,1.0,43.0,7.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
388,8.0,8.0,3.0,0.268,68.0,1.0,49.0,8.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
389,9.0,9.0,3.0,0.0254,68.0,1.0,55.0,9.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
390,10.0,10.0,3.0,0.1348,68.0,1.0,61.0,10.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
391,11.0,11.0,3.0,0.0987,68.0,1.0,67.0,11.0,SAFE,None,1.0,0.13622222222222222,0.10681746142536563
392,12.0,12.0,3.0,0.2304,68.0,1.0,73.0,12.0,THREAT,None,1.0,0.13622222222222222,0.10681746142536563
393,13.0,13.0,3.0,0.0799,68.0,1.0,79.0,13.0,THREAT,prior,1.0,0.13622222222222222,0.10681746142536563
394,,,,,,,,,,,,0.13622222222222222,0.10681746142536563
395,15.0,15.0,3.0,0.0982,68.0,1.0,91.0,13.0,THREAT,post,1.0,0.13622222222222222,0.10681746142536563
396,16.0,16.0,3.0,0.1963,68.0,1.0,97.0,14.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
397,17.0,17.0,3.0,0.0534,68.0,1.0,103.0,15.0,THREAT,None,1.0,0.1428333333333333,0.15981647562861892
398,18.0,18.0,3.0,0.1226,68.0,1.0,109.0,16.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
399,0.0,0.0,3.0,0.0361,68.0,2.0,1.0,0.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
400,1.0,1.0,3.0,0.0086,68.0,2.0,7.0,1.0,THREAT,None,1.0,0.1428333333333333,0.15981647562861892
401,2.0,2.0,3.0,0.1831,68.0,2.0,13.0,2.0,THREAT,None,1.0,0.1428333333333333,0.15981647562861892
402,3.0,3.0,3.0,0.027999999999999997,68.0,2.0,19.0,3.0,THREAT,None,1.0,0.1428333333333333,0.15981647562861892
403,4.0,4.0,3.0,0.1994,68.0,2.0,25.0,4.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
404,5.0,5.0,3.0,0.324,68.0,2.0,31.0,5.0,THREAT,None,1.0,0.1428333333333333,0.15981647562861892
405,6.0,6.0,3.0,0.20800000000000002,68.0,2.0,37.0,6.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
406,7.0,7.0,3.0,0.1078,68.0,2.0,43.0,7.0,THREAT,prior,1.0,0.1428333333333333,0.15981647562861892
407,,,,,,,,,,,,0.1428333333333333,0.15981647562861892
408,9.0,9.0,3.0,0.0249,68.0,2.0,55.0,7.0,THREAT,post,1.0,0.1428333333333333,0.15981647562861892
409,10.0,10.0,3.0,0.1434,68.0,2.0,61.0,8.0,SAFE,None,1.0,0.1428333333333333,0.15981647562861892
